Sno,Province/State,Country,Last Update,Confirmed,Deaths,Recovered
388,Beijing,Mainland China,1/30/2020 21:30,121.0,1.0,5.0
389,Fujian,Mainland China,1/30/2020 21:30,101.0,0.0,0.0
390,Guangxi,Mainland China,1/30/2020 21:30,87.0,0.0,2.0
391,Hebei,Mainland China,1/30/2020 21:30,82.0,1.0,0.0
392,Yunnan,Mainland China,1/30/2020 21:30,76.0,0.0,0.0
393,Shaanxi,Mainland China,1/30/2020 21:30,87.0,0.0,0.0
394,Heilongjiang,Mainland China,1/30/2020 21:30,59.0,2.0,0.0
395,Hainan,Mainland China,1/30/2020 21:30,50.0,1.0,1.0
396,Liaoning,Mainland China,1/30/2020 21:30,45.0,0.0,1.0
397,Shanxi,Mainland China,1/30/2020 21:30,39.0,0.0,1.0
398,Tianjin,Mainland China,1/30/2020 21:30,32.0,0.0,0.0
399,Gansu,Mainland China,1/30/2020 21:30,29.0,0.0,0.0
400,Ningxia,Mainland China,1/30/2020 21:30,21.0,0.0,1.0
401,Inner Mongolia,Mainland China,1/30/2020 21:30,20.0,0.0,0.0
402,Xinjiang,Mainland China,1/30/2020 21:30,17.0,0.0,0.0
403,Guizhou,Mainland China,1/30/2020 21:30,15.0,0.0,1.0
404,Jilin,Mainland China,1/30/2020 21:30,14.0,0.0,1.0
405,Hong Kong,Hong Kong,1/30/2020 21:30,12.0,0.0,0.0
406,Taiwan,Taiwan,1/30/2020 21:30,9.0,0.0,0.0
407,Qinghai,Mainland China,1/30/2020 21:30,8.0,0.0,0.0
408,Macau,Macau,1/30/2020 21:30,7.0,0.0,0.0
409,Tibet,Mainland China,1/30/2020 21:30,1.0,0.0,0.0
410,Washington,US,1/30/2020 21:30,1.0,0.0,0.0
411,Illinois,US,1/30/2020 21:30,2.0,0.0,0.0
412,California,US,1/30/2020 21:30,2.0,0.0,0.0
413,Arizona,US,1/30/2020 21:30,1.0,0.0,0.0
414,,Japan,1/30/2020 21:30,11.0,0.0,1.0
415,,Thailand,1/30/2020 21:30,14.0,0.0,5.0
416,,South Korea,1/30/2020 21:30,6.0,0.0,0.0
417,,Singapore,1/30/2020 21:30,10.0,0.0,0.0
418,,Vietnam,1/30/2020 21:30,2.0,0.0,0.0
419,,France,1/30/2020 21:30,5.0,0.0,0.0
420,,Nepal,1/30/2020 21:30,1.0,0.0,0.0
421,,Malaysia,1/30/2020 21:30,8.0,0.0,0.0
422,Ontario,Canada,1/30/2020 21:30,2.0,0.0,0.0
423,British Columbia,Canada,1/30/2020 21:30,1.0,0.0,0.0
424,,Cambodia,1/30/2020 21:30,1.0,0.0,0.0
425,,Sri Lanka,1/30/2020 21:30,1.0,0.0,0.0
426,New South Wales,Australia,1/30/2020 21:30,4.0,0.0,2.0
427,Victoria,Australia,1/30/2020 21:30,2.0,0.0,0.0
428,Queensland,Australia,1/30/2020 21:30,3.0,0.0,0.0
429,Bavaria,Germany,1/30/2020 21:30,4.0,0.0,0.0
430,,Finland,1/30/2020 21:30,1.0,0.0,0.0
431,,United Arab Emirates,1/30/2020 21:30,4.0,0.0,0.0
432,,Philippines,1/30/2020 21:30,1.0,0.0,0.0
433,,India,1/30/2020 21:30,1.0,0.0,0.0
434,,Italy,1/30/2020 21:30,2.0,0.0,0.0
